image_path,filename,category,crop,disease,treatment,is_healthy
kaggle_images/Potato___Late_blight_7b38a18a-65a4-4162-b48a-658b846be5a2___RS_LB 2733.JPG,Potato___Late_blight_7b38a18a-65a4-4162-b48a-658b846be5a2___RS_LB 2733.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_7b5a2c96-f276-477a-8e7e-3325b02719a7___RS_LB 4613.JPG,Potato___Late_blight_7b5a2c96-f276-477a-8e7e-3325b02719a7___RS_LB 4613.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_7bf67e1e-57c8-4f68-bc5a-56b2a69f30ec___RS_LB 2509.JPG,Potato___Late_blight_7bf67e1e-57c8-4f68-bc5a-56b2a69f30ec___RS_LB 2509.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_7c0ff85c-0a94-4ba3-9abf-010ba81a4780___RS_LB 4003.JPG,Potato___Late_blight_7c0ff85c-0a94-4ba3-9abf-010ba81a4780___RS_LB 4003.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_7ce28b45-467c-4962-a030-f621b4bc76a8___RS_LB 2644.JPG,Potato___Late_blight_7ce28b45-467c-4962-a030-f621b4bc76a8___RS_LB 2644.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_7d885e39-d832-473f-bf81-c22855e481c3___RS_LB 3946.JPG,Potato___Late_blight_7d885e39-d832-473f-bf81-c22855e481c3___RS_LB 3946.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_7dfb162c-0384-46b3-bbf7-f0929bd00921___RS_LB 5235.JPG,Potato___Late_blight_7dfb162c-0384-46b3-bbf7-f0929bd00921___RS_LB 5235.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_7e0d53ac-3088-473e-a40e-50223afd4e60___RS_LB 2568.JPG,Potato___Late_blight_7e0d53ac-3088-473e-a40e-50223afd4e60___RS_LB 2568.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_7e1b19fc-c79d-4898-9e69-9843dd8aa1b6___RS_LB 3137.JPG,Potato___Late_blight_7e1b19fc-c79d-4898-9e69-9843dd8aa1b6___RS_LB 3137.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_7e1cd97d-b5a3-4c92-b258-0aa90e6fb806___RS_LB 4826.JPG,Potato___Late_blight_7e1cd97d-b5a3-4c92-b258-0aa90e6fb806___RS_LB 4826.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_7e486917-7f31-4a26-b0ca-6175ebc2beee___RS_LB 4113.JPG,Potato___Late_blight_7e486917-7f31-4a26-b0ca-6175ebc2beee___RS_LB 4113.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_7ec28081-7b26-4519-a406-48ff4edb69ea___RS_LB 2622.JPG,Potato___Late_blight_7ec28081-7b26-4519-a406-48ff4edb69ea___RS_LB 2622.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_7eeb65d4-122d-45db-b6b0-820cbb6f2dc5___RS_LB 4539.JPG,Potato___Late_blight_7eeb65d4-122d-45db-b6b0-820cbb6f2dc5___RS_LB 4539.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_7efcdebc-93be-4168-9965-2b2be46823d8___RS_LB 3249.JPG,Potato___Late_blight_7efcdebc-93be-4168-9965-2b2be46823d8___RS_LB 3249.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_7f2933ec-8a70-453c-8e5f-4eb9d25eac6c___RS_LB 3917.JPG,Potato___Late_blight_7f2933ec-8a70-453c-8e5f-4eb9d25eac6c___RS_LB 3917.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_7f90c344-54de-4053-a406-3a67f9fb1108___RS_LB 3283.JPG,Potato___Late_blight_7f90c344-54de-4053-a406-3a67f9fb1108___RS_LB 3283.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_805f68c3-b0a9-4072-8ef6-4c48d804e888___RS_LB 5159.JPG,Potato___Late_blight_805f68c3-b0a9-4072-8ef6-4c48d804e888___RS_LB 5159.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_80a20af8-9759-4c07-8d0c-d48edc9925c6___RS_LB 5289.JPG,Potato___Late_blight_80a20af8-9759-4c07-8d0c-d48edc9925c6___RS_LB 5289.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_80bdc2a3-66b8-4d95-abe7-65c7806f7cbf___RS_LB 3073.JPG,Potato___Late_blight_80bdc2a3-66b8-4d95-abe7-65c7806f7cbf___RS_LB 3073.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_80e39105-97cd-4368-9e3a-b5498ae1c0a2___RS_LB 4474.JPG,Potato___Late_blight_80e39105-97cd-4368-9e3a-b5498ae1c0a2___RS_LB 4474.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8137ed93-0e40-4bcd-9da7-f69ad5a08cd5___RS_LB 3059.JPG,Potato___Late_blight_8137ed93-0e40-4bcd-9da7-f69ad5a08cd5___RS_LB 3059.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_815516f8-6fb1-4f92-bdff-63349e5ee83f___RS_LB 3237.JPG,Potato___Late_blight_815516f8-6fb1-4f92-bdff-63349e5ee83f___RS_LB 3237.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8192a596-e2e9-4451-a33d-a92a26a739ee___RS_LB 2624.JPG,Potato___Late_blight_8192a596-e2e9-4451-a33d-a92a26a739ee___RS_LB 2624.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_81e4675f-5f16-4c8a-be12-acb79f46575e___RS_LB 3111.JPG,Potato___Late_blight_81e4675f-5f16-4c8a-be12-acb79f46575e___RS_LB 3111.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_82967117-2bcc-4949-b060-738e7b66b755___RS_LB 4744.JPG,Potato___Late_blight_82967117-2bcc-4949-b060-738e7b66b755___RS_LB 4744.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_82e0f1d2-e996-427b-9216-6b46aedbc07f___RS_LB 4880.JPG,Potato___Late_blight_82e0f1d2-e996-427b-9216-6b46aedbc07f___RS_LB 4880.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_82eb4f72-487c-4f4e-ace6-cc44a24978ec___RS_LB 2600.JPG,Potato___Late_blight_82eb4f72-487c-4f4e-ace6-cc44a24978ec___RS_LB 2600.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_83f821e6-0924-4bbe-8977-0e11c220aed0___RS_LB 5011.JPG,Potato___Late_blight_83f821e6-0924-4bbe-8977-0e11c220aed0___RS_LB 5011.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_84182903-22be-4563-8276-d72413958ada___RS_LB 4027.JPG,Potato___Late_blight_84182903-22be-4563-8276-d72413958ada___RS_LB 4027.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_841a4e5a-7aa6-4b32-a2b2-436874a48fdb___RS_LB 4469.JPG,Potato___Late_blight_841a4e5a-7aa6-4b32-a2b2-436874a48fdb___RS_LB 4469.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_84559c6d-0589-4d8d-8fc3-a818b067f85c___RS_LB 4608.JPG,Potato___Late_blight_84559c6d-0589-4d8d-8fc3-a818b067f85c___RS_LB 4608.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_84e85005-c647-4381-8762-c487074c9571___RS_LB 5186.JPG,Potato___Late_blight_84e85005-c647-4381-8762-c487074c9571___RS_LB 5186.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_84f666da-9e17-4e90-9813-0ed64da175d9___RS_LB 2536.JPG,Potato___Late_blight_84f666da-9e17-4e90-9813-0ed64da175d9___RS_LB 2536.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8542cb42-d817-4850-b42f-1fa7083e37d9___RS_LB 4780.JPG,Potato___Late_blight_8542cb42-d817-4850-b42f-1fa7083e37d9___RS_LB 4780.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_856b9ab9-c5af-43f1-a320-097b7380d314___RS_LB 2789.JPG,Potato___Late_blight_856b9ab9-c5af-43f1-a320-097b7380d314___RS_LB 2789.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_85bbcdd2-a9fe-46d1-8e0e-f4e2c5e885fe___RS_LB 3218.JPG,Potato___Late_blight_85bbcdd2-a9fe-46d1-8e0e-f4e2c5e885fe___RS_LB 3218.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_85d29f87-cb27-4ffa-9ad8-9c47f9a53b33___RS_LB 4437.JPG,Potato___Late_blight_85d29f87-cb27-4ffa-9ad8-9c47f9a53b33___RS_LB 4437.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_85d60a7c-4a4c-4fcf-8743-21b4c03ff12c___RS_LB 3868.JPG,Potato___Late_blight_85d60a7c-4a4c-4fcf-8743-21b4c03ff12c___RS_LB 3868.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_86323439-ca8d-4819-ae81-800e50f85770___RS_LB 2826.JPG,Potato___Late_blight_86323439-ca8d-4819-ae81-800e50f85770___RS_LB 2826.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8692ff0d-260b-4fb9-9598-efa91456c2bd___RS_LB 5438.JPG,Potato___Late_blight_8692ff0d-260b-4fb9-9598-efa91456c2bd___RS_LB 5438.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_86944800-4984-44f9-9c72-53fcb7324a3b___RS_LB 4015.JPG,Potato___Late_blight_86944800-4984-44f9-9c72-53fcb7324a3b___RS_LB 4015.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_87681326-2843-4e63-9042-602b08a98a66___RS_LB 4145.JPG,Potato___Late_blight_87681326-2843-4e63-9042-602b08a98a66___RS_LB 4145.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8797bc6a-f738-4caf-9569-797fdf28cd24___RS_LB 2903.JPG,Potato___Late_blight_8797bc6a-f738-4caf-9569-797fdf28cd24___RS_LB 2903.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_87c99be5-a930-410f-8529-e79e030cba0c___RS_LB 5294.JPG,Potato___Late_blight_87c99be5-a930-410f-8529-e79e030cba0c___RS_LB 5294.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8829e413-5a7a-4680-b873-e71dfa9dbfe4___RS_LB 3974.JPG,Potato___Late_blight_8829e413-5a7a-4680-b873-e71dfa9dbfe4___RS_LB 3974.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_889b0741-2110-47a9-a2d2-90194e5d7676___RS_LB 4787.JPG,Potato___Late_blight_889b0741-2110-47a9-a2d2-90194e5d7676___RS_LB 4787.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_889d5479-9d54-49b1-9aba-3af34e377592___RS_LB 2635.JPG,Potato___Late_blight_889d5479-9d54-49b1-9aba-3af34e377592___RS_LB 2635.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_890ffd2b-7365-4a91-b0e1-f414da0a17a4___RS_LB 3216.JPG,Potato___Late_blight_890ffd2b-7365-4a91-b0e1-f414da0a17a4___RS_LB 3216.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_891ddb02-a289-4d8e-8380-7568686b7a08___RS_LB 3193.JPG,Potato___Late_blight_891ddb02-a289-4d8e-8380-7568686b7a08___RS_LB 3193.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_89ad1a3c-db3c-4d75-9c92-64cea1433f89___RS_LB 2820.JPG,Potato___Late_blight_89ad1a3c-db3c-4d75-9c92-64cea1433f89___RS_LB 2820.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_89c3b470-f3e6-4a8c-90a0-edfc0ef73085___RS_LB 4543.JPG,Potato___Late_blight_89c3b470-f3e6-4a8c-90a0-edfc0ef73085___RS_LB 4543.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8a2f2feb-3738-4675-9cb6-b1911a056dd1___RS_LB 2601.JPG,Potato___Late_blight_8a2f2feb-3738-4675-9cb6-b1911a056dd1___RS_LB 2601.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8a70b737-9270-49ca-9fd2-e6468592c393___RS_LB 2978.JPG,Potato___Late_blight_8a70b737-9270-49ca-9fd2-e6468592c393___RS_LB 2978.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8aab9abd-f5e3-4653-80d9-317bef625ae2___RS_LB 5221.JPG,Potato___Late_blight_8aab9abd-f5e3-4653-80d9-317bef625ae2___RS_LB 5221.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8acd2e1a-f965-4abb-bd16-8c0a4e918d2c___RS_LB 4644.JPG,Potato___Late_blight_8acd2e1a-f965-4abb-bd16-8c0a4e918d2c___RS_LB 4644.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8b0ef54c-6d28-47bb-a657-287afbb8a620___RS_LB 3298.JPG,Potato___Late_blight_8b0ef54c-6d28-47bb-a657-287afbb8a620___RS_LB 3298.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8bf37a1e-4535-4919-953e-69376f5be48a___RS_LB 2611.JPG,Potato___Late_blight_8bf37a1e-4535-4919-953e-69376f5be48a___RS_LB 2611.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8c1960cd-20e2-4a9c-a1ee-9800289b884f___RS_LB 3941.JPG,Potato___Late_blight_8c1960cd-20e2-4a9c-a1ee-9800289b884f___RS_LB 3941.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8c3c1c3f-5cf0-4daa-9267-243cf1b47927___RS_LB 5005.JPG,Potato___Late_blight_8c3c1c3f-5cf0-4daa-9267-243cf1b47927___RS_LB 5005.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8c894440-a022-41a8-9545-51ff4286d29f___RS_LB 5126.JPG,Potato___Late_blight_8c894440-a022-41a8-9545-51ff4286d29f___RS_LB 5126.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8cd26c99-237b-4910-98ae-3e930c760f56___RS_LB 4061.JPG,Potato___Late_blight_8cd26c99-237b-4910-98ae-3e930c760f56___RS_LB 4061.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8e1d2020-3d04-46b1-bd71-82922e1aeaa6___RS_LB 5017.JPG,Potato___Late_blight_8e1d2020-3d04-46b1-bd71-82922e1aeaa6___RS_LB 5017.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8e78b212-d2b4-4551-a1c1-70268ec75b0d___RS_LB 2958.JPG,Potato___Late_blight_8e78b212-d2b4-4551-a1c1-70268ec75b0d___RS_LB 2958.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8e864e28-d161-4888-bf90-fd9467bfe9c2___RS_LB 4574.JPG,Potato___Late_blight_8e864e28-d161-4888-bf90-fd9467bfe9c2___RS_LB 4574.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8eb5691c-0098-45f6-a782-e297ed340bc0___RS_LB 4153.JPG,Potato___Late_blight_8eb5691c-0098-45f6-a782-e297ed340bc0___RS_LB 4153.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8ecb7cf3-9be5-4c3e-9714-2d5987987ad0___RS_LB 5205.JPG,Potato___Late_blight_8ecb7cf3-9be5-4c3e-9714-2d5987987ad0___RS_LB 5205.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8ee9f477-92a7-43a0-9377-0535b218a21d___RS_LB 5266.JPG,Potato___Late_blight_8ee9f477-92a7-43a0-9377-0535b218a21d___RS_LB 5266.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8f12dae8-d44b-4d16-8815-4da5f9a9ff55___RS_LB 4283.JPG,Potato___Late_blight_8f12dae8-d44b-4d16-8815-4da5f9a9ff55___RS_LB 4283.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8f634ae3-010a-4a08-aae9-2aa43bc73a0a___RS_LB 4069.JPG,Potato___Late_blight_8f634ae3-010a-4a08-aae9-2aa43bc73a0a___RS_LB 4069.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8f80caee-38ed-4b49-9596-6f66c3cb9c1b___RS_LB 2535.JPG,Potato___Late_blight_8f80caee-38ed-4b49-9596-6f66c3cb9c1b___RS_LB 2535.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8f8e338a-b6ac-4ca7-b3f3-596dc15eb140___RS_LB 3970.JPG,Potato___Late_blight_8f8e338a-b6ac-4ca7-b3f3-596dc15eb140___RS_LB 3970.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_8f93f47b-2ee7-482b-9e18-20af5eb98d79___RS_LB 4889.JPG,Potato___Late_blight_8f93f47b-2ee7-482b-9e18-20af5eb98d79___RS_LB 4889.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_9001b18c-b659-4c56-9dfb-0d0bf64a7b4a___RS_LB 4987.JPG,Potato___Late_blight_9001b18c-b659-4c56-9dfb-0d0bf64a7b4a___RS_LB 4987.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_9009c86e-1205-4694-b0bb-ef7cf78dd104___RS_LB 3995.JPG,Potato___Late_blight_9009c86e-1205-4694-b0bb-ef7cf78dd104___RS_LB 3995.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_90302aa5-644e-4857-b60f-92f6aed488fa___RS_LB 3246.JPG,Potato___Late_blight_90302aa5-644e-4857-b60f-92f6aed488fa___RS_LB 3246.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_9032d569-294e-4b8b-a70f-ecff949e43e2___RS_LB 3998.JPG,Potato___Late_blight_9032d569-294e-4b8b-a70f-ecff949e43e2___RS_LB 3998.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_90596f7b-1efa-4595-8d57-bcbd4c48253f___RS_LB 4753.JPG,Potato___Late_blight_90596f7b-1efa-4595-8d57-bcbd4c48253f___RS_LB 4753.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_908546cd-34b8-4502-ab09-0c5bb7c1d87b___RS_LB 4912.JPG,Potato___Late_blight_908546cd-34b8-4502-ab09-0c5bb7c1d87b___RS_LB 4912.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_90c2a92c-9e38-49a3-aefe-e1805fe64537___RS_LB 3016.JPG,Potato___Late_blight_90c2a92c-9e38-49a3-aefe-e1805fe64537___RS_LB 3016.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_910139a3-cd42-4adc-a24b-3602fd4de7d3___RS_LB 4415.JPG,Potato___Late_blight_910139a3-cd42-4adc-a24b-3602fd4de7d3___RS_LB 4415.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_9157168d-8377-4a75-8dc2-d7c951efeb55___RS_LB 4978.JPG,Potato___Late_blight_9157168d-8377-4a75-8dc2-d7c951efeb55___RS_LB 4978.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_919150bd-372b-44e0-a70e-a13e60dccbce___RS_LB 3263.JPG,Potato___Late_blight_919150bd-372b-44e0-a70e-a13e60dccbce___RS_LB 3263.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_9254f86d-5d83-4217-a7f5-84d08e1b93ee___RS_LB 4037.JPG,Potato___Late_blight_9254f86d-5d83-4217-a7f5-84d08e1b93ee___RS_LB 4037.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_929dd251-5fbb-406f-9313-a71e5f96b31c___RS_LB 4781.JPG,Potato___Late_blight_929dd251-5fbb-406f-9313-a71e5f96b31c___RS_LB 4781.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_93905331-a3b3-43dd-8596-d8f7e6b3e88f___RS_LB 3306.JPG,Potato___Late_blight_93905331-a3b3-43dd-8596-d8f7e6b3e88f___RS_LB 3306.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_93935af4-3aae-4dd6-90d9-fb28e439faf0___RS_LB 3299.JPG,Potato___Late_blight_93935af4-3aae-4dd6-90d9-fb28e439faf0___RS_LB 3299.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_939a9a98-cbc9-4b83-bb47-395f26d7fddd___RS_LB 4293.JPG,Potato___Late_blight_939a9a98-cbc9-4b83-bb47-395f26d7fddd___RS_LB 4293.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_93d91b96-e024-477c-9b76-796e3f1614d4___RS_LB 3297.JPG,Potato___Late_blight_93d91b96-e024-477c-9b76-796e3f1614d4___RS_LB 3297.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_9475f5bf-607b-4091-8a6d-8f09921478a7___RS_LB 5191.JPG,Potato___Late_blight_9475f5bf-607b-4091-8a6d-8f09921478a7___RS_LB 5191.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_94c50d24-cfd7-486c-a4ac-a10f552d0f8b___RS_LB 4329.JPG,Potato___Late_blight_94c50d24-cfd7-486c-a4ac-a10f552d0f8b___RS_LB 4329.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_94ebce3c-2945-44a4-aa81-1abe8e4beea2___RS_LB 3953.JPG,Potato___Late_blight_94ebce3c-2945-44a4-aa81-1abe8e4beea2___RS_LB 3953.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_954d36cb-4a20-4889-83dd-4cba7e7180f8___RS_LB 4536.JPG,Potato___Late_blight_954d36cb-4a20-4889-83dd-4cba7e7180f8___RS_LB 4536.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_9570095c-02e9-497b-bec1-4e526f3462e5___RS_LB 2815.JPG,Potato___Late_blight_9570095c-02e9-497b-bec1-4e526f3462e5___RS_LB 2815.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_95816fab-df6d-4730-8f52-4b64aac47e3d___RS_LB 3056.JPG,Potato___Late_blight_95816fab-df6d-4730-8f52-4b64aac47e3d___RS_LB 3056.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_958a4438-2ced-4d8c-af73-871376cf6ed5___RS_LB 4483.JPG,Potato___Late_blight_958a4438-2ced-4d8c-af73-871376cf6ed5___RS_LB 4483.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_9631fd8f-244c-4047-98e4-aecc907624c1___RS_LB 4573.JPG,Potato___Late_blight_9631fd8f-244c-4047-98e4-aecc907624c1___RS_LB 4573.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
kaggle_images/Potato___Late_blight_967a677a-712c-447f-ba27-f59818944af0___RS_LB 4353.JPG,Potato___Late_blight_967a677a-712c-447f-ba27-f59818944af0___RS_LB 4353.JPG,Potato___Late_blight,Potato,Late Blight,"Destroy infected plants, fungicide",False
